decision_id,term_id,concept_id,locale,source_concept_key,chosen_wording,sense_and_scope,source_locations,target_locations,authorities_actually_checked,authority_result,rationale,alternatives_considered,uncertainty,precise_review_question,provisional_open_to_correction,decision_record_origin,existing_registry_status
AC-TD-0331,AC-TERM-0331,r012:concept:outcome,id-ID,outcome,hasil,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_intro.ptx:L33,41,56","source/source/s_probability_intro.ptx:L33,41,46,56",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: hasil percobaan,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'hasil' accurately and naturally express outcome, or should 'hasil percobaan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0332,AC-TERM-0332,r012:concept:elementary-outcome,id-ID,elementary-outcome,hasil elementer,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_intro.ptx:L33,source/source/s_probability_intro.ptx:L33,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: hasil dasar,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'hasil elementer' accurately and naturally express elementary outcome, or should 'hasil dasar' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0333,AC-TERM-0333,r012:concept:sampling-without-replacement,id-ID,sampling-without-replacement,pengambilan sampel tanpa pengembalian,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_intro.ptx:L56,source/source/s_probability_intro.ptx:L56,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In Chapter 10 probability, does 'pengambilan sampel tanpa pengembalian' accurately and naturally express sampling without replacement, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0334,AC-TERM-0334,r012:concept:full-house,id-ID,full-house,full house,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_intro.ptx:L61,source/source/s_probability_intro.ptx:L61,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: kombinasi full house; rejected or scope-inappropriate forms: rumah penuh,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'full house' accurately and naturally express full house, or should 'kombinasi full house' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0335,AC-TERM-0335,r012:concept:conditional-probability,id-ID,conditional-probability,probabilitas bersyarat,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_conditional.ptx:L2,13 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_discussion.ptx:L6","source/source/s_probability_conditional.ptx:L2,13 | source/source/s_probability_discussion.ptx:L6",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In Chapter 10 probability, does 'probabilitas bersyarat' accurately and naturally express conditional probability, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0336,AC-TERM-0336,r012:concept:independent-events,id-ID,independent-events,kejadian saling bebas,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_conditional.ptx:L2,31 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_lovasz-local.ptx (paired upstream module; English literal not reconstructed)","source/source/s_probability_conditional.ptx:L2,31 | source/source/s_kitchensink_lovasz-local.ptx (registry-cited module; literal anchor not recovered)",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: kejadian bebas; rejected or scope-inappropriate forms: kejadian independen,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'kejadian saling bebas' accurately and naturally express independent events, or should 'kejadian bebas' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0337,AC-TERM-0337,r012:concept:dependent-events,id-ID,dependent-events,kejadian bergantung,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_conditional.ptx:L2,31",source/source/s_probability_conditional.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: kejadian saling bergantung,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'kejadian bergantung' accurately and naturally express dependent events, or should 'kejadian saling bergantung' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0338,AC-TERM-0338,r012:concept:bernoulli-trials,id-ID,bernoulli-trials,percobaan Bernoulli,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_bernoulli-trials.ptx:L2,9 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L70,145","source/source/s_probability_bernoulli-trials.ptx:L2,9 | source/source/s_probability_central-tendency.ptx:L70,145",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In Chapter 10 probability, does 'percobaan Bernoulli' accurately and naturally express bernoulli trials, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0339,AC-TERM-0339,r012:concept:success,id-ID,success,keberhasilan,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_bernoulli-trials.ptx:L9,12,15","source/source/s_probability_bernoulli-trials.ptx:L9,12,15",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: sukses; rejected or scope-inappropriate forms: sukses (tanpa definisi),moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'keberhasilan' accurately and naturally express success, or should 'sukses' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0340,AC-TERM-0340,r012:concept:failure,id-ID,failure,kegagalan,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_bernoulli-trials.ptx:L9,12,15","source/source/s_probability_bernoulli-trials.ptx:L9,12,15",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In Chapter 10 probability, does 'kegagalan' accurately and naturally express failure, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0341,AC-TERM-0341,r012:concept:binary-string,id-ID,binary-string,untai biner,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_bernoulli-trials.ptx:L12,source/source/s_probability_bernoulli-trials.ptx:L12,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: string biner; rejected or scope-inappropriate forms: rangkaian biner,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'untai biner' accurately and naturally express binary string, or should 'string biner' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0342,AC-TERM-0342,r012:concept:fair-coin,id-ID,fair-coin,koin seimbang,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_bernoulli-trials.ptx:L20,28","source/source/s_probability_bernoulli-trials.ptx:L20,28",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: koin adil,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'koin seimbang' accurately and naturally express fair coin, or should 'koin adil' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0343,AC-TERM-0343,r012:concept:random-variable,id-ID,random-variable,peubah acak,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_discrete-random-variables.ptx:L2,4,38 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L17,27,53,56,76,81,87,103 (+1 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_probability.ptx:L40","source/source/s_probability_discrete-random-variables.ptx:L2,4,38 | source/source/s_probability_central-tendency.ptx:L17,27,53,56,76,81,87,103 (+1 more) | source/source/s_ramsey_probability.ptx:L40",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: variabel acak,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'peubah acak' accurately and naturally express random variable, or should 'variabel acak' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0344,AC-TERM-0344,r012:concept:expected-value,id-ID,expected-value,nilai harapan,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_discrete-random-variables.ptx:L4,15,71 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L17,103,137 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_probability.ptx (paired upstream module; English literal not reconstructed)","source/source/s_probability_discrete-random-variables.ptx:L4,15,20,32,33,71 | source/source/s_probability_central-tendency.ptx:L17,56,74,103,109,137 | source/source/s_ramsey_probability.ptx:L43",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: nilai ekspektasi|rataan|ekspektasi,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'nilai harapan' accurately and naturally express expected value, or should 'nilai ekspektasi|rataan|ekspektasi' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0345,AC-TERM-0345,r012:concept:linearity-of-expectation,id-ID,linearity-of-expectation,linearitas nilai harapan,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_discrete-random-variables.ptx:L32 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_probability.ptx:L43,source/source/s_probability_discrete-random-variables.ptx:L32 | source/source/s_ramsey_probability.ptx:L43,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: linearitas ekspektasi,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'linearitas nilai harapan' accurately and naturally express linearity of expectation, or should 'linearitas ekspektasi' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0346,AC-TERM-0346,r012:concept:chain-rule,id-ID,chain-rule,aturan rantai,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_discrete-random-variables.ptx:L55,source/source/s_probability_discrete-random-variables.ptx:L55,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In Chapter 10 probability, does 'aturan rantai' accurately and naturally express chain rule, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0347,AC-TERM-0347,r012:concept:central-tendency,id-ID,central-tendency,kecenderungan memusat,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L2,17","source/source/s_probability_central-tendency.ptx:L2,17",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: tendensi sentral,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'kecenderungan memusat' accurately and naturally express central tendency, or should 'tendensi sentral' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0348,AC-TERM-0348,r012:concept:markov-inequality,id-ID,markov-inequality,ketaksamaan Markov,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx (paired upstream module; English literal not reconstructed),"source/source/s_probability_central-tendency.ptx:L24,46",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: inequality Markov,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'ketaksamaan Markov' accurately and naturally express markov inequality, or should 'inequality Markov' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0349,AC-TERM-0349,r012:concept:variance,id-ID,variance,varians,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L52,53,56,70,81,103","source/source/s_probability_central-tendency.ptx:L52,53,56,70,81,103",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: varian,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'varians' accurately and naturally express variance, or should 'varian' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0350,AC-TERM-0350,r012:concept:standard-deviation,id-ID,standard-deviation,simpangan baku,Chapter 10 probability | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx:L52,53,65,103,109","source/source/s_probability_central-tendency.ptx:L52,53,65,103,109",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: deviasi standar,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'simpangan baku' accurately and naturally express standard deviation, or should 'deviasi standar' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0351,AC-TERM-0351,r012:concept:pairwise-independent-random-variables,id-ID,pairwise-independent-random-variables,saling bebas berpasangan,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx (paired upstream module; English literal not reconstructed),source/source/s_probability_central-tendency.ptx:L76,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: bebas berpasangan; rejected or scope-inappropriate forms: independen berpasangan,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'saling bebas berpasangan' accurately and naturally express pairwise independent random variables, or should 'bebas berpasangan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0352,AC-TERM-0352,r012:concept:chebyshev-inequality,id-ID,chebyshev-inequality,ketaksamaan Chebyshev,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_central-tendency.ptx (paired upstream module; English literal not reconstructed),source/source/s_probability_central-tendency.ptx:L107,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: inequality Chebyshev,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'ketaksamaan Chebyshev' accurately and naturally express chebyshev inequality, or should 'inequality Chebyshev' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0353,AC-TERM-0353,r012:concept:countably-infinite-sample-space,id-ID,countably-infinite-sample-space,himpunan tak hingga tercacah,Chapter 10 probability | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_probability_infinite-outcomes.ptx (paired upstream module; English literal not reconstructed),source/source/s_probability_infinite-outcomes.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'Chapter 10 probability' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: himpunan tak terhingga tercacah,moderate; variants or rejected forms require expert preference review,"In Chapter 10 probability, does 'himpunan tak hingga tercacah' accurately and naturally express countably infinite sample space, or should 'himpunan tak terhingga tercacah' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
